date,trend,city
2025-09-29,68.52953201043263,Kolkata
2025-09-30,68.70283133016054,Kolkata
2025-10-01,70.09599903202388,Kolkata
2025-10-02,69.86034968137453,Kolkata
2025-10-03,70.75319203570757,Kolkata
2025-10-04,68.3320740232852,Kolkata
2025-10-05,68.090192923019,Kolkata
2025-10-06,67.91075569358179,Kolkata
2025-10-07,66.84638494528247,Kolkata
2025-10-08,66.99793774031352,Kolkata
2025-10-09,66.12299985211476,Kolkata
2025-10-10,66.41678867199053,Kolkata
2025-10-11,66.811376072168,Kolkata
2025-10-12,66.05512052647146,Kolkata
2025-10-13,65.55739795918367,Kolkata
2025-10-14,65.69814471243043,Kolkata
2025-10-15,65.25011158613643,Kolkata
2025-10-16,66.78249845392702,Kolkata
2025-10-17,66.24895808125622,Kolkata
2025-10-18,66.01089242020919,Kolkata
2025-10-19,66.49909117797316,Kolkata
2025-10-20,66.32269366244522,Kolkata
2025-10-21,66.3067139899438,Kolkata
2025-10-22,66.10849970422952,Kolkata
2025-10-23,66.94462215320911,Kolkata
