date,trend,city
2025-09-29,75.91267107633567,Mumbai
2025-09-30,70.567773117152,Mumbai
2025-10-01,69.0530074480385,Mumbai
2025-10-02,68.07529005673416,Mumbai
2025-10-03,69.48150123685838,Mumbai
2025-10-04,68.16500463821892,Mumbai
2025-10-05,68.37747875830173,Mumbai
2025-10-06,68.36102854185151,Mumbai
2025-10-07,71.33180641821944,Mumbai
2025-10-08,71.69922360248447,Mumbai
2025-10-09,71.02849378881987,Mumbai
2025-10-10,70.00634057971014,Mumbai
2025-10-11,72.68900103519668,Mumbai
2025-10-12,74.12136034255599,Mumbai
2025-10-13,73.72053218520608,Mumbai
2025-10-14,72.5178665537361,Mumbai
2025-10-15,73.5142951251647,Mumbai
2025-10-16,75.4860963674007,Mumbai
2025-10-17,75.4330660643704,Mumbai
2025-10-18,73.5187803500847,Mumbai
2025-10-19,72.46878035008469,Mumbai
2025-10-20,73.09579898362506,Mumbai
2025-10-21,72.8692720685112,Mumbai
2025-10-22,71.85201016374928,Mumbai
2025-10-23,69.31661333835245,Mumbai
