ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city
2025-09-26,101.1934161,103.4792842340177,123.01819698902776,101.1934161,101.1934161,12.4502619155618,12.4502619155618,12.4502619155618,12.4502619155618,12.4502619155618,12.4502619155618,0.0,0.0,0.0,113.64367801556179,Delhi
2025-09-27,100.9397177145,70.40539384459233,90.30773445444065,100.9397177145,100.9397177145,-20.414872055861135,-20.414872055861135,-20.414872055861135,-20.414872055861135,-20.414872055861135,-20.414872055861135,0.0,0.0,0.0,80.52484565863887,Delhi
2025-09-28,100.68601932776623,64.30935015438273,82.45372875123246,100.68601932776623,100.68601932776623,-27.50256946076221,-27.50256946076221,-27.50256946076221,-27.50256946076221,-27.50256946076221,-27.50256946076221,0.0,0.0,0.0,73.18344986700401,Delhi
2025-09-29,100.4323209421517,94.92349220009902,114.68748610066612,100.4323209421517,100.4323209421517,4.664314623525599,4.664314623525599,4.664314623525599,4.664314623525599,4.664314623525599,4.664314623525599,0.0,0.0,0.0,105.0966355656773,Delhi
2025-09-30,100.17862945461086,102.93104184480204,122.49759837068657,100.17862945461086,100.17862945461086,12.980375375325838,12.980375375325838,12.980375375325838,12.980375375325838,12.980375375325838,12.980375375325838,0.0,0.0,0.0,113.15900482993669,Delhi
2025-10-01,99.92493797079396,101.90535317186284,119.67872399939135,99.92493797079396,99.92493797079396,11.427020347357654,11.427020347357654,11.427020347357654,11.427020347357654,11.427020347357654,11.427020347357654,0.0,0.0,0.0,111.35195831815162,Delhi
2025-10-02,99.67125137849024,96.58963560315037,115.76811451342789,99.67125137849024,99.67125137849024,6.395469255009319,6.395469255009319,6.395469255009319,6.395469255009319,6.395469255009319,6.395469255009319,0.0,0.0,0.0,106.06672063349956,Delhi
2025-10-03,99.41756478329717,101.84884716986933,121.6453679985909,99.41756478329717,99.41756478329717,12.450261915566141,12.450261915566141,12.450261915566141,12.450261915566141,12.450261915566141,12.450261915566141,0.0,0.0,0.0,111.86782669886331,Delhi
2025-10-04,99.16387818811096,69.3459433266185,88.43606296074917,99.16387818811096,99.16387818811096,-20.414872055905327,-20.414872055905327,-20.414872055905327,-20.414872055905327,-20.414872055905327,-20.414872055905327,0.0,0.0,0.0,78.74900613220564,Delhi
2025-10-05,98.91019159074821,61.71927134073206,81.11086544844883,98.91019159074821,98.91019159074821,-27.502569460789577,-27.502569460789577,-27.502569460789577,-27.502569460789577,-27.502569460789577,-27.502569460789577,0.0,0.0,0.0,71.40762212995864,Delhi
2025-10-06,98.65650499584464,94.59495889823285,112.87468921249153,98.65650499584464,98.65650499584464,4.664314623429067,4.664314623429067,4.664314623429067,4.664314623429067,4.664314623429067,4.664314623429067,0.0,0.0,0.0,103.3208196192737,Delhi
2025-10-07,98.40281840336634,101.67937312630357,121.2952160654246,98.40281840336634,98.40281840336634,12.980375375301382,12.980375375301382,12.980375375301382,12.980375375301382,12.980375375301382,12.980375375301382,0.0,0.0,0.0,111.38319377866772,Delhi
2025-10-08,98.14913181404708,100.67416239732133,118.62519619851494,98.14913181404708,98.14913181404708,11.427020347353867,11.427020347353867,11.427020347353867,11.427020347353867,11.427020347353867,11.427020347353867,0.0,0.0,0.0,109.57615216140096,Delhi
2025-10-09,97.89544522643062,95.13075302780398,114.06993391453736,97.89544522643062,97.89544522643062,6.395469254981344,6.395469254981344,6.395469254981344,6.395469254981344,6.395469254981344,6.395469254981344,0.0,0.0,0.0,104.29091448141197,Delhi
2025-10-10,97.64175863811509,100.72796917303597,120.04124491587646,97.64175863811509,97.64175863811509,12.45026191554824,12.45026191554824,12.45026191554824,12.45026191554824,12.45026191554824,12.45026191554824,0.0,0.0,0.0,110.09202055366333,Delhi
2025-10-11,97.38807205327157,67.30720019434031,86.11632315233162,97.38807205327157,97.38807205327157,-20.414872055949516,-20.414872055949516,-20.414872055949516,-20.414872055949516,-20.414872055949516,-20.414872055949516,0.0,0.0,0.0,76.97319999732206,Delhi
2025-10-12,97.13438546899332,60.60021259756527,79.05468508621126,97.13438546899332,97.13438546899332,-27.502569460818385,-27.502569460818385,-27.502569460818385,-27.502569460818385,-27.502569460818385,-27.502569460818385,0.0,0.0,0.0,69.63181600817492,Delhi
2025-10-13,96.88069888696148,91.54791090338614,111.09834646288637,96.88069888696148,96.88069888696148,4.664314623458135,4.664314623458135,4.664314623458135,4.664314623458135,4.664314623458135,4.664314623458135,0.0,0.0,0.0,101.54501351041962,Delhi
