date,trend,city
2025-09-29,86.18727413890457,Ludhiana
2025-09-30,84.65870271033315,Ludhiana
2025-10-01,85.40843214756259,Ludhiana
2025-10-02,84.48482966309052,Ludhiana
2025-10-03,84.80149632975719,Ludhiana
2025-10-04,85.28266516092602,Ludhiana
2025-10-05,86.082380481837,Ludhiana
2025-10-06,88.4711791831357,Ludhiana
2025-10-07,90.01853943158291,Ludhiana
2025-10-08,90.31880999435347,Ludhiana
2025-10-09,91.52494353472615,Ludhiana
2025-10-10,90.03752856873976,Ludhiana
2025-10-11,88.75571038692156,Ludhiana
2025-10-12,86.08703248097657,Ludhiana
2025-10-13,84.4833834126536,Ludhiana
2025-10-14,83.63542792611115,Ludhiana
2025-10-15,84.53280229087682,Ludhiana
2025-10-16,86.91738021295475,Ludhiana
2025-10-17,87.64586660751256,Ludhiana
2025-10-18,89.45663500578097,Ludhiana
2025-10-19,91.42034396762658,Ludhiana
2025-10-20,94.41387398833051,Ludhiana
2025-10-21,95.78297571993224,Ludhiana
2025-10-22,95.64209486166007,Ludhiana
2025-10-23,94.872159796725,Ludhiana
