date,trend,city
2025-09-29,98.69811547148501,Agra
2025-09-30,96.64199302250543,Agra
2025-10-01,95.0043306848431,Agra
2025-10-02,96.03561950471887,Agra
2025-10-03,97.3742064612406,Agra
2025-10-04,98.69703254819713,Agra
2025-10-05,96.8709455916754,Agra
2025-10-06,95.96947749455512,Agra
2025-10-07,96.94832721626199,Agra
2025-10-08,94.79004799548278,Agra
2025-10-09,95.18040513833992,Agra
2025-10-10,92.50431818181818,Agra
2025-10-11,91.68149209486165,Agra
2025-10-12,91.23863495200452,Agra
2025-10-13,91.04263928100883,Agra
2025-10-14,91.78419772256728,Agra
2025-10-15,94.92884057971014,Agra
2025-10-16,92.56992753623189,Agra
2025-10-17,93.73064182194616,Agra
2025-10-18,92.36656314699792,Agra
2025-10-19,93.96916054959533,Agra
2025-10-20,94.40451251646904,Agra
2025-10-21,93.76165537361189,Agra
2025-10-22,95.00513363448147,Agra
2025-10-23,94.36158636049939,Agra
