date,trend,city
2025-09-29,65.10941134952004,Indore
2025-09-30,65.13857801618671,Indore
2025-10-01,65.21396621494446,Indore
2025-10-02,65.49058959156785,Indore
2025-10-03,65.3102324487107,Indore
2025-10-04,65.29210709580275,Indore
2025-10-05,66.633069828722,Indore
2025-10-06,66.70294560511951,Indore
2025-10-07,67.08032655750046,Indore
2025-10-08,65.86829239600979,Indore
2025-10-09,64.86309759081497,Indore
2025-10-10,66.16428806700546,Indore
2025-10-11,66.63083642547929,Indore
2025-10-12,65.50723394100723,Indore
2025-10-13,65.7895320776532,Indore
2025-10-14,65.27380078513619,Indore
2025-10-15,65.60050885967034,Indore
2025-10-16,66.74923839100857,Indore
2025-10-17,66.53765830442849,Indore
2025-10-18,64.8499919335323,Indore
2025-10-19,65.10713479067516,Indore
2025-10-20,65.92158990078245,Indore
2025-10-21,66.23977978543195,Indore
2025-10-22,66.2674760022586,Indore
2025-10-23,66.74629260899283,Indore
