ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city
2025-09-26,117.2803664,120.7298332325745,142.11509852255213,117.2803664,117.2803664,14.34949289638597,14.34949289638597,14.34949289638597,14.34949289638597,14.34949289638597,14.34949289638597,0.0,0.0,0.0,131.62985929638597,Patna
2025-09-27,116.77973837766667,78.40789685893104,100.47375375986485,116.77973837766667,116.77973837766667,-27.41067838012285,-27.41067838012285,-27.41067838012285,-27.41067838012285,-27.41067838012285,-27.41067838012285,0.0,0.0,0.0,89.36905999754383,Patna
2025-09-28,116.27911035445771,73.51132751259004,94.89286490902344,116.27911035445771,116.27911035445771,-32.3600870965157,-32.3600870965157,-32.3600870965157,-32.3600870965157,-32.3600870965157,-32.3600870965157,0.0,0.0,0.0,83.91902325794202,Patna
2025-09-29,115.77848233244383,116.13585751775219,138.1771385008958,115.77848233244383,115.77848233244383,11.174336152475854,11.174336152475854,11.174336152475854,11.174336152475854,11.174336152475854,11.174336152475854,0.0,0.0,0.0,126.95281848491969,Patna
2025-09-30,115.27785430904005,120.82507310753725,143.89187673006532,115.27785430904005,115.27785430904005,17.32717013405602,17.32717013405602,17.32717013405602,17.32717013405602,17.32717013405602,17.32717013405602,0.0,0.0,0.0,132.60502444309606,Patna
2025-10-01,114.7772262866149,107.23213523676615,130.09778151560764,114.7772262866149,114.7772262866149,4.504732663889898,4.504732663889898,4.504732663889898,4.504732663889898,4.504732663889898,4.504732663889898,0.0,0.0,0.0,119.2819589505048,Patna
2025-10-02,114.27659826693882,116.02357920142852,137.76469945166224,114.27659826693882,114.27659826693882,12.41503363001594,12.41503363001594,12.41503363001594,12.41503363001594,12.41503363001594,12.41503363001594,0.0,0.0,0.0,126.69163189695476,Patna
2025-10-03,113.77597091686447,117.35115707462971,138.80883522825334,113.77597091686447,113.77597091686447,14.349492896374905,14.349492896374905,14.349492896374905,14.349492896374905,14.349492896374905,14.349492896374905,0.0,0.0,0.0,128.12546381323938,Patna
2025-10-04,113.2753435676957,74.65593299845423,97.1699367930999,113.2753435676957,113.2753435676957,-27.4106783801606,-27.4106783801606,-27.4106783801606,-27.4106783801606,-27.4106783801606,-27.4106783801606,0.0,0.0,0.0,85.8646651875351,Patna
2025-10-05,112.77472423036801,69.04941070977792,90.55051648741005,112.77472423036801,112.77472423036801,-32.360087096511165,-32.360087096511165,-32.360087096511165,-32.360087096511165,-32.360087096511165,-32.360087096511165,0.0,0.0,0.0,80.41463713385684,Patna
2025-10-06,112.27414421894903,112.32215232242471,133.9898957971661,112.27414421894903,112.27414421894903,11.174336152358121,11.174336152358121,11.174336152358121,11.174336152358121,11.174336152358121,11.174336152358121,0.0,0.0,0.0,123.44848037130716,Patna
2025-10-07,111.77365074809472,118.24931212366164,139.7256663072575,111.77365074809472,111.77365074809472,17.327170134037402,17.327170134037402,17.327170134037402,17.327170134037402,17.327170134037402,17.327170134037402,0.0,0.0,0.0,129.10082088213213,Patna
2025-10-08,111.27315829678707,104.14278084178139,126.8705112092278,111.27315829678707,111.27315829678707,4.504732663886273,4.504732663886273,4.504732663886273,4.504732663886273,4.504732663886273,4.504732663886273,0.0,0.0,0.0,115.77789096067335,Patna
2025-10-09,110.77279100829374,112.51392961979633,134.42403710383195,110.77279100829374,110.77279100829374,12.41503362995681,12.41503362995681,12.41503362995681,12.41503362995681,12.41503362995681,12.41503362995681,0.0,0.0,0.0,123.18782463825055,Patna
2025-10-10,110.27242721571787,115.06311558099738,135.8328562005495,110.27242721571787,110.27242721571787,14.349492896352311,14.349492896352311,14.349492896352311,14.349492896352311,14.349492896352311,14.349492896352311,0.0,0.0,0.0,124.62192011207019,Patna
