date,trend,city
2025-09-29,100.13067805383022,Delhi
2025-09-30,98.68008281573499,Delhi
2025-10-01,98.83079710144926,Delhi
2025-10-02,98.61485507246375,Delhi
2025-10-03,98.85274327122151,Delhi
2025-10-04,98.82476708074533,Delhi
2025-10-05,99.28066770186335,Delhi
2025-10-06,99.09992236024844,Delhi
2025-10-07,97.70800059154097,Delhi
2025-10-08,98.10204821058859,Delhi
2025-10-09,98.60184117125111,Delhi
2025-10-10,96.69596878277002,Delhi
2025-10-11,97.83622852302976,Delhi
2025-10-12,99.60711361619747,Delhi
2025-10-13,97.62199456857842,Delhi
2025-10-14,94.87879728966685,Delhi
2025-10-15,93.30151985695463,Delhi
2025-10-16,94.5642268962921,Delhi
2025-10-17,96.74960239036325,Delhi
2025-10-18,95.83856342932431,Delhi
2025-10-19,94.69392057218144,Delhi
2025-10-20,93.51382222849614,Delhi
2025-10-21,95.3656855825334,Delhi
2025-10-22,95.0411773009599,Delhi
2025-10-23,95.4184392057218,Delhi
