date,trend,city
2025-09-29,55.1351369282891,Chennai
2025-09-30,53.60333420720067,Chennai
2025-10-01,52.11738700223172,Chennai
2025-10-02,52.5233393831841,Chennai
2025-10-03,52.791584724799,Chennai
2025-10-04,53.570632343846626,Chennai
2025-10-05,54.11092737490252,Chennai
2025-10-06,54.38263827270039,Chennai
2025-10-07,54.72173913043479,Chennai
2025-10-08,55.55745341614907,Chennai
2025-10-09,54.79495341614907,Chennai
2025-10-10,55.396894409937886,Chennai
2025-10-11,54.655119518163,Chennai
2025-10-12,53.34756258234519,Chennai
2025-10-13,52.95377376246941,Chennai
2025-10-14,53.09228307923959,Chennai
2025-10-15,53.33878929041972,Chennai
2025-10-16,54.48555430077169,Chennai
2025-10-17,53.24890833803877,Chennai
2025-10-18,52.801397515527945,Chennai
2025-10-19,54.282349896480326,Chennai
2025-10-20,55.39961180124223,Chennai
2025-10-21,54.98832815734989,Chennai
2025-10-22,53.92158385093167,Chennai
2025-10-23,52.86922360248446,Chennai
