date,trend,city
2025-09-29,118.66678994918125,Patna
2025-09-30,113.97847826086957,Patna
2025-10-01,111.51950162673765,Patna
2025-10-02,111.03316622301095,Patna
2025-10-03,108.1993566992014,Patna
2025-10-04,110.4733732623484,Patna
2025-10-05,109.83029966927481,Patna
2025-10-06,110.18797894651931,Patna
2025-10-07,109.38797894651931,Patna
2025-10-08,108.77552700922266,Patna
2025-10-09,108.44941417278373,Patna
2025-10-10,109.31186006022963,Patna
2025-10-11,106.27657867494824,Patna
2025-10-12,107.0932453416149,Patna
2025-10-13,106.82308455002554,Patna
2025-10-14,105.32865814309913,Patna
2025-10-15,108.42431031701217,Patna
2025-10-16,107.29203806028339,Patna
2025-10-17,107.1579048022371,Patna
2025-10-18,108.68582688015917,Patna
2025-10-19,105.36087863999353,Patna
2025-10-20,103.89075145868622,Patna
2025-10-21,106.40951439864482,Patna
2025-10-22,103.4642857142857,Patna
2025-10-23,105.74290150842944,Patna
