date,trend,city
2025-09-29,58.97365323599795,Bhopal
2025-09-30,56.738588300933024,Bhopal
2025-10-01,55.76608688930117,Bhopal
2025-10-02,57.0508658008658,Bhopal
2025-10-03,57.06634199134199,Bhopal
2025-10-04,57.772656691134955,Bhopal
2025-10-05,58.248035479013744,Bhopal
2025-10-06,58.638944569922835,Bhopal
2025-10-07,60.24868482966309,Bhopal
2025-10-08,61.086455392433656,Bhopal
2025-10-09,60.9965744400527,Bhopal
2025-10-10,61.424265951439864,Bhopal
2025-10-11,62.673955392433655,Bhopal
2025-10-12,61.7582298136646,Bhopal
2025-10-13,61.36602202145681,Bhopal
2025-10-14,60.062060982495765,Bhopal
2025-10-15,59.26384669678148,Bhopal
2025-10-16,59.042851025785815,Bhopal
2025-10-17,58.14285102578581,Bhopal
2025-10-18,55.75962121212121,Bhopal
2025-10-19,56.43104978354978,Bhopal
2025-10-20,56.76563476378694,Bhopal
2025-10-21,55.3629329004329,Bhopal
2025-10-22,55.02507058159232,Bhopal
2025-10-23,56.33987577639752,Bhopal
