ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city
2025-09-26,55.309357999999996,57.61007874889618,66.59122653193808,55.309357999999996,55.309357999999996,6.849093552116979,6.849093552116979,6.849093552116979,6.849093552116979,6.849093552116979,6.849093552116979,0.0,0.0,0.0,62.15845155211697,Chennai
2025-09-27,55.22872860458333,35.725219068115074,44.86745029357171,55.22872860458333,55.22872860458333,-14.874477502455132,-14.874477502455132,-14.874477502455132,-14.874477502455132,-14.874477502455132,-14.874477502455132,0.0,0.0,0.0,40.3542511021282,Chennai
2025-09-28,55.1480992092242,37.316531521683835,46.24777520666131,55.1480992092242,55.1480992092242,-13.38592213622572,-13.38592213622572,-13.38592213622572,-13.38592213622572,-13.38592213622572,-13.38592213622572,0.0,0.0,0.0,41.76217707299848,Chennai
2025-09-29,55.06746981392711,52.550286349224066,61.519583529567164,55.06746981392711,55.06746981392711,1.8633727019526594,1.8633727019526594,1.8633727019526594,1.8633727019526594,1.8633727019526594,1.8633727019526594,0.0,0.0,0.0,56.93084251587977,Chennai
2025-09-30,54.98684041868411,59.47531085891788,67.77332419899732,54.98684041868411,54.98684041868411,8.496953258106549,8.496953258106549,8.496953258106549,8.496953258106549,8.496953258106549,8.496953258106549,0.0,0.0,0.0,63.48379367679066,Chennai
2025-10-01,54.9062110235464,54.90163673852224,63.61409331361015,54.9062110235464,54.9062110235464,4.476334139092902,4.476334139092902,4.476334139092902,4.476334139092902,4.476334139092902,4.476334139092902,0.0,0.0,0.0,59.3825451626393,Chennai
2025-10-02,54.82559694604968,56.63943270457746,65.84920230974538,54.82559694604968,54.82559694604968,6.574645987502447,6.574645987502447,6.574645987502447,6.574645987502447,6.574645987502447,6.574645987502447,0.0,0.0,0.0,61.40024293355213,Chennai
2025-10-03,54.744982869000054,57.11414320740873,66.03314558417732,54.744982869000054,54.744982869000054,6.849093552104069,6.849093552104069,6.849093552104069,6.849093552104069,6.849093552104069,6.849093552104069,0.0,0.0,0.0,61.59407642110412,Chennai
2025-10-04,54.66436879230922,35.53249165711895,44.292538926835924,54.66436879230922,54.66436879230922,-14.874477502468405,-14.874477502468405,-14.874477502468405,-14.874477502468405,-14.874477502468405,-14.874477502468405,0.0,0.0,0.0,39.78989128984081,Chennai
2025-10-05,54.583761764807385,36.85186914867592,45.79856726038756,54.583761764807385,54.583761764807385,-13.38592213622663,-13.38592213622663,-13.38592213622663,-13.38592213622663,-13.38592213622663,-13.38592213622663,0.0,0.0,0.0,41.19783962858075,Chennai
2025-10-06,54.503154737313764,52.04023946470996,60.92958189665767,54.503154737313764,54.503154737313764,1.8633727019025714,1.8633727019025714,1.8633727019025714,1.8633727019025714,1.8633727019025714,1.8633727019025714,0.0,0.0,0.0,56.366527439216334,Chennai
2025-10-07,54.422547709904016,58.72840217764438,67.46713360690482,54.422547709904016,54.422547709904016,8.496953258086553,8.496953258086553,8.496953258086553,8.496953258086553,8.496953258086553,8.496953258086553,0.0,0.0,0.0,62.91950096799057,Chennai
2025-10-08,54.34194068256745,54.134327777433214,63.189558006369495,54.34194068256745,54.34194068256745,4.476334139095256,4.476334139095256,4.476334139095256,4.476334139095256,4.476334139095256,4.476334139095256,0.0,0.0,0.0,58.818274821662705,Chennai
2025-10-09,54.26133365532855,56.61195689642503,65.42189230100526,54.26133365532855,54.26133365532855,6.574645987482309,6.574645987482309,6.574645987482309,6.574645987482309,6.574645987482309,6.574645987482309,0.0,0.0,0.0,60.835979642810855,Chennai
2025-10-10,54.18072662818395,56.39274465113971,65.2358234114136,54.18072662818395,54.18072662818395,6.849093552094919,6.849093552094919,6.849093552094919,6.849093552094919,6.849093552094919,6.849093552094919,0.0,0.0,0.0,61.02982018027887,Chennai
2025-10-11,54.100119600955416,34.94771801407754,43.72085396868371,54.100119600955416,54.100119600955416,-14.874477502481682,-14.874477502481682,-14.874477502481682,-14.874477502481682,-14.874477502481682,-14.874477502481682,0.0,0.0,0.0,39.225642098473735,Chennai
2025-10-12,54.019512573824414,36.34794692465682,44.821214384879795,54.019512573824414,54.019512573824414,-13.385922136261385,-13.385922136261385,-13.385922136261385,-13.385922136261385,-13.385922136261385,-13.385922136261385,0.0,0.0,0.0,40.63359043756303,Chennai
2025-10-13,53.93890554665197,51.599873715346696,60.16251889353384,53.93890554665197,53.93890554665197,1.8633727019170954,1.8633727019170954,1.8633727019170954,1.8633727019170954,1.8633727019170954,1.8633727019170954,0.0,0.0,0.0,55.80227824856906,Chennai
2025-10-14,53.85829851956792,58.19386827191266,66.7321070528678,53.85829851956792,53.85829851956792,8.49695325809444,8.49695325809444,8.49695325809444,8.49695325809444,8.49695325809444,8.49695325809444,0.0,0.0,0.0,62.35525177766236,Chennai
2025-10-15,53.77769149261788,53.95646135075544,62.889485503214985,53.77769149261788,53.77769149261788,4.476334139084756,4.476334139084756,4.476334139084756,4.476334139084756,4.476334139084756,4.476334139084756,0.0,0.0,0.0,58.25402563170264,Chennai
2025-10-16,53.6970844657159,56.14609162743029,64.44933325392991,53.6970844657159,53.6970844657159,6.574645987484212,6.574645987484212,6.574645987484212,6.574645987484212,6.574645987484212,6.574645987484212,0.0,0.0,0.0,60.271730453200114,Chennai
