date,trend,city
2025-09-29,105.54275362318839,Faridabad
2025-09-30,100.8930641821946,Faridabad
2025-10-01,99.87393892339544,Faridabad
2025-10-02,100.91306935817803,Faridabad
2025-10-03,101.00807218144175,Faridabad
2025-10-04,101.54254423113119,Faridabad
2025-10-05,101.64016327875025,Faridabad
2025-10-06,104.36878881987577,Faridabad
2025-10-07,103.92886787125917,Faridabad
2025-10-08,106.38774468285337,Faridabad
2025-10-09,104.94488753999624,Faridabad
2025-10-10,103.77035337850556,Faridabad
2025-10-11,104.41202004517224,Faridabad
2025-10-12,104.15549830604179,Faridabad
2025-10-13,102.08342273668362,Faridabad
2025-10-14,103.9760093167702,Faridabad
2025-10-15,103.1263198757764,Faridabad
2025-10-16,103.86031197063805,Faridabad
2025-10-17,106.08888339920948,Faridabad
2025-10-18,103.3031691134952,Faridabad
2025-10-19,104.1998269070474,Faridabad
2025-10-20,102.11059295259605,Faridabad
2025-10-21,101.33083104783412,Faridabad
2025-10-22,100.90829333709766,Faridabad
2025-10-23,101.55655034324943,Faridabad
