ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city
2025-09-26,56.393199213043474,57.2895074542452,65.35028946051581,56.393199213043474,56.393199213043474,5.114917931897235,5.114917931897235,5.114917931897235,5.114917931897235,5.114917931897235,5.114917931897235,0.0,0.0,0.0,61.50811714494071,Nashik
2025-09-27,56.23572186626086,39.31941348112186,47.11154358145126,56.23572186626086,56.23572186626086,-12.846350065518088,-12.846350065518088,-12.846350065518088,-12.846350065518088,-12.846350065518088,-12.846350065518088,0.0,0.0,0.0,43.38937180074277,Nashik
2025-09-28,56.078244519681675,39.073544468448546,46.88918734602865,56.078244519681675,56.078244519681675,-13.233295006120539,-13.233295006120539,-13.233295006120539,-13.233295006120539,-13.233295006120539,-13.233295006120539,0.0,0.0,0.0,42.84494951356113,Nashik
2025-09-29,55.92076717588792,57.47587997900212,65.46429853043418,55.92076717588792,55.92076717588792,5.410179019531374,5.410179019531374,5.410179019531374,5.410179019531374,5.410179019531374,5.410179019531374,0.0,0.0,0.0,61.330946195419294,Nashik
2025-09-30,55.76328982886728,58.84332146838042,66.95719706207394,55.76328982886728,55.76328982886728,7.167029676372537,7.167029676372537,7.167029676372537,7.167029676372537,7.167029676372537,7.167029676372537,0.0,0.0,0.0,62.930319505239815,Nashik
2025-10-01,55.60581248297447,58.075109230082454,65.58541712315547,55.60581248297447,55.60581248297447,6.339974014273371,6.339974014273371,6.339974014273371,6.339974014273371,6.339974014273371,6.339974014273371,0.0,0.0,0.0,61.945786497247845,Nashik
2025-10-02,55.448335135133334,53.72144456034924,61.38986189559416,55.448335135133334,55.448335135133334,2.047544429656661,2.047544429656661,2.047544429656661,2.047544429656661,2.047544429656661,2.047544429656661,0.0,0.0,0.0,57.495879564789995,Nashik
2025-10-03,55.29085778758353,56.368916789249475,64.26691775955217,55.29085778758353,55.29085778758353,5.11491793190098,5.11491793190098,5.11491793190098,5.11491793190098,5.11491793190098,5.11491793190098,0.0,0.0,0.0,60.40577571948451,Nashik
2025-10-04,55.133380437958955,38.77509369173133,46.311715753171356,55.133380437958955,55.133380437958955,-12.846350065543364,-12.846350065543364,-12.846350065543364,-12.846350065543364,-12.846350065543364,-12.846350065543364,0.0,0.0,0.0,42.28703037241559,Nashik
2025-10-05,54.97588438728694,38.15594196892462,45.495237881315795,54.97588438728694,54.97588438728694,-13.233295006138801,-13.233295006138801,-13.233295006138801,-13.233295006138801,-13.233295006138801,-13.233295006138801,0.0,0.0,0.0,41.742589381148136,Nashik
