date,trend,city
2025-09-29,103.15610470275065,Kanpur
2025-09-30,102.79360470275066,Kanpur
2025-10-01,99.1377661934339,Kanpur
2025-10-02,101.61596790890269,Kanpur
2025-10-03,100.58366977225673,Kanpur
2025-10-04,100.27572463768115,Kanpur
2025-10-05,101.70553830227743,Kanpur
2025-10-06,103.78530020703933,Kanpur
2025-10-07,101.73887163561076,Kanpur
2025-10-08,101.62792443064181,Kanpur
2025-10-09,97.96953933747412,Kanpur
2025-10-10,98.87264492753623,Kanpur
2025-10-11,96.40488659890833,Kanpur
2025-10-12,96.98464850367023,Kanpur
2025-10-13,96.91464332768679,Kanpur
2025-10-14,96.57389657444004,Kanpur
2025-10-15,97.69726613965743,Kanpur
2025-10-16,99.80858742706567,Kanpur
2025-10-17,99.08648127235084,Kanpur
2025-10-18,101.31337521174477,Kanpur
2025-10-19,99.99823915732301,Kanpur
2025-10-20,102.93355818612031,Kanpur
2025-10-21,105.23510425909495,Kanpur
2025-10-22,106.92951419698313,Kanpur
2025-10-23,105.1437277611967,Kanpur
