ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city
2025-09-26,102.41922164090909,103.3107684654773,124.7089103107183,102.41922164090909,102.41922164090909,11.368652525174115,11.368652525174115,11.368652525174115,11.368652525174115,11.368652525174115,11.368652525174115,0.0,0.0,0.0,113.7878741660832,Kanpur
2025-09-27,102.38489500799848,64.98566673771678,86.96467233162159,102.38489500799848,102.38489500799848,-26.708212649709395,-26.708212649709395,-26.708212649709395,-26.708212649709395,-26.708212649709395,-26.708212649709395,0.0,0.0,0.0,75.67668235828909,Kanpur
2025-09-28,102.3505683757664,62.87497298558105,84.48710890384784,102.3505683757664,102.3505683757664,-28.255538216810617,-28.255538216810617,-28.255538216810617,-28.255538216810617,-28.255538216810617,-28.255538216810617,0.0,0.0,0.0,74.09503015895578,Kanpur
2025-09-29,102.31624174440206,104.69241677306591,127.07236314341941,102.31624174440206,102.31624174440206,13.315602465507261,13.315602465507261,13.315602465507261,13.315602465507261,13.315602465507261,13.315602465507261,0.0,0.0,0.0,115.63184420990933,Kanpur
2025-09-30,102.2819151146543,103.21337571156744,126.30070592431824,102.2819151146543,102.2819151146543,12.434550067873676,12.434550067873676,12.434550067873676,12.434550067873676,12.434550067873676,12.434550067873676,0.0,0.0,0.0,114.71646518252797,Kanpur
2025-10-01,102.24758848433976,100.2588606872672,122.41965366865405,102.24758848433976,102.24758848433976,8.728362267218575,8.728362267218575,8.728362267218575,8.728362267218575,8.728362267218575,8.728362267218575,0.0,0.0,0.0,110.97595075155833,Kanpur
2025-10-02,102.2132618536202,100.64411644425891,123.12842157101242,102.2132618536202,102.2132618536202,9.116583540923052,9.116583540923052,9.116583540923052,9.116583540923052,9.116583540923052,9.116583540923052,0.0,0.0,0.0,111.32984539454324,Kanpur
2025-10-03,102.17893522420741,102.06189909103797,125.26585096600489,102.17893522420741,102.17893522420741,11.368652525177554,11.368652525177554,11.368652525177554,11.368652525177554,11.368652525177554,11.368652525177554,0.0,0.0,0.0,113.54758774938496,Kanpur
2025-10-04,102.14460859693122,64.92887533147824,86.7699222428849,102.14460859693122,102.14460859693122,-26.708212649757606,-26.708212649757606,-26.708212649757606,-26.708212649757606,-26.708212649757606,-26.708212649757606,0.0,0.0,0.0,75.43639594717362,Kanpur
2025-10-05,102.11028197018072,63.28539512501546,84.84911034575602,102.11028197018072,102.11028197018072,-28.2555382168311,-28.2555382168311,-28.2555382168311,-28.2555382168311,-28.2555382168311,-28.2555382168311,0.0,0.0,0.0,73.85474375334962,Kanpur
2025-10-06,102.07595534289277,104.80499447969375,126.15083632280306,102.07595534289277,102.07595534289277,13.315602465413104,13.315602465413104,13.315602465413104,13.315602465413104,13.315602465413104,13.315602465413104,0.0,0.0,0.0,115.39155780830588,Kanpur
2025-10-07,102.04162871593098,102.62936673143653,125.31166879924164,102.04162871593098,102.04162871593098,12.434550067848853,12.434550067848853,12.434550067848853,12.434550067848853,12.434550067848853,12.434550067848853,0.0,0.0,0.0,114.47617878377983,Kanpur
2025-10-08,102.00730209050417,99.69065334523212,121.11542094267344,102.00730209050417,102.00730209050417,8.728362267215742,8.728362267215742,8.728362267215742,8.728362267215742,8.728362267215742,8.728362267215742,0.0,0.0,0.0,110.73566435771991,Kanpur
2025-10-09,101.97297547979825,100.64715491007833,122.01360988271546,101.97297547979825,101.97297547979825,9.116583540884685,9.116583540884685,9.116583540884685,9.116583540884685,9.116583540884685,9.116583540884685,0.0,0.0,0.0,111.08955902068294,Kanpur
2025-10-10,101.9386813702368,101.78264637322167,125.22772445736558,101.9386813702368,101.9386813702368,11.368652525151417,11.368652525151417,11.368652525151417,11.368652525151417,11.368652525151417,11.368652525151417,0.0,0.0,0.0,113.30733389538821,Kanpur
2025-10-11,101.90438726453202,63.87872543093999,86.70950750146139,101.90438726453202,101.90438726453202,-26.708212649805812,-26.708212649805812,-26.708212649805812,-26.708212649805812,-26.708212649805812,-26.708212649805812,0.0,0.0,0.0,75.1961746147262,Kanpur
2025-10-12,101.87109132844513,62.41119456342326,84.67219413115328,101.87109132844513,101.87109132844513,-28.255538216898643,-28.255538216898643,-28.255538216898643,-28.255538216898643,-28.255538216898643,-28.255538216898643,0.0,0.0,0.0,73.61555311154649,Kanpur
2025-10-13,101.83878237439157,104.52970260367195,125.84000798992979,101.83878237439157,101.83878237439157,13.315602465441073,13.315602465441073,13.315602465441073,13.315602465441073,13.315602465441073,13.315602465441073,0.0,0.0,0.0,115.15438483983264,Kanpur
2025-10-14,101.80676569187436,103.06372907134963,125.77657460600867,101.80676569187436,101.80676569187436,12.43455006784862,12.43455006784862,12.43455006784862,12.43455006784862,12.43455006784862,12.43455006784862,0.0,0.0,0.0,114.24131575972298,Kanpur
2025-10-15,101.7747490102294,98.9345680523458,121.93043517801358,101.7747490102294,101.7747490102294,8.728362267216216,8.728362267216216,8.728362267216216,8.728362267216216,8.728362267216216,8.728362267216216,0.0,0.0,0.0,110.50311127744561,Kanpur
2025-10-16,101.74301012937386,100.07589455837397,121.68421748354807,101.74301012937386,101.74301012937386,9.116583540898272,9.116583540898272,9.116583540898272,9.116583540898272,9.116583540898272,9.116583540898272,0.0,0.0,0.0,110.85959367027213,Kanpur
2025-10-17,101.71127124833158,101.94725007530157,123.19391672923581,101.71127124833158,101.71127124833158,11.368652525232152,11.368652525232152,11.368652525232152,11.368652525232152,11.368652525232152,11.368652525232152,0.0,0.0,0.0,113.07992377356373,Kanpur
2025-10-18,101.67953236816602,63.77340657347019,85.00817614762222,101.67953236816602,101.67953236816602,-26.708212649783913,-26.708212649783913,-26.708212649783913,-26.708212649783913,-26.708212649783913,-26.708212649783913,0.0,0.0,0.0,74.9713197183821,Kanpur
