date,trend,city
2025-09-29,87.68871635610765,Jaipur
2025-09-30,89.3113354037267,Jaipur
2025-10-01,89.28146997929605,Jaipur
2025-10-02,88.9439182194617,Jaipur
2025-10-03,88.95264210427254,Jaipur
2025-10-04,88.29209788658547,Jaipur
2025-10-05,86.70223340324272,Jaipur
2025-10-06,86.0521040036568,Jaipur
2025-10-07,84.30150876556155,Jaipur
2025-10-08,84.79749973111774,Jaipur
2025-10-09,84.63911463795003,Jaipur
2025-10-10,82.88336324648435,Jaipur
2025-10-11,82.7865575676911,Jaipur
2025-10-12,83.0235705547041,Jaipur
2025-10-13,84.3636891317792,Jaipur
2025-10-14,83.52640558199565,Jaipur
2025-10-15,83.51206575515582,Jaipur
2025-10-16,82.22097879863406,Jaipur
2025-10-17,84.09989036325992,Jaipur
2025-10-18,84.64176406926407,Jaipur
2025-10-19,84.79523668360625,Jaipur
2025-10-20,83.86940382081686,Jaipur
2025-10-21,83.86991200828157,Jaipur
2025-10-22,84.75537119195505,Jaipur
2025-10-23,86.28894262052647,Jaipur
