date,trend,city
2025-09-29,48.412594108789754,Pune
2025-09-30,48.76880528891398,Pune
2025-10-01,48.48985507246377,Pune
2025-10-02,48.269616977225674,Pune
2025-10-03,47.48203933747411,Pune
2025-10-04,48.46061076604555,Pune
2025-10-05,49.57430124223602,Pune
2025-10-06,48.62608695652173,Pune
2025-10-07,49.11094720496894,Pune
2025-10-08,48.688768115942025,Pune
2025-10-09,49.71614906832297,Pune
2025-10-10,50.41987577639751,Pune
2025-10-11,49.97404244306418,Pune
2025-10-12,48.45201863354037,Pune
2025-10-13,48.737732919254654,Pune
2025-10-14,49.09904244306418,Pune
2025-10-15,49.92016045548654,Pune
2025-10-16,48.372216732542825,Pune
2025-10-17,48.60575710521363,Pune
2025-10-18,47.68551900997553,Pune
2025-10-19,48.52216497270844,Pune
2025-10-20,47.70526538678712,Pune
2025-10-21,47.706300583474494,Pune
2025-10-22,47.186528326745716,Pune
2025-10-23,47.318995859213246,Pune
